distance_group,trip_count,mean_tip_amount,mean_tip_rate,std_tip_rate,median_tip_rate,q25_tip_rate,q75_tip_rate
long_ge_5mi,476632,8.623120541633797,0.1391008083576935,0.09427499757259249,0.19362511893434828,0.027929060187124703,0.19999999999999998
short_lt_5mi,2182308,3.301833082223041,0.17413452046155162,0.07524728034222276,0.19999999999999998,0.1492537313432836,0.2
